show #,airdate,round,category,value,question,answer
733,1987-11-11,Jeopardy,THE BIBLE,200,"God said this man, childless at the time, would have as many descendants as the number of stars in heaven",Abraham
733,1987-11-11,Jeopardy,SCANDALS,200,"The office of Baseball Commissioner was established in 1920, due to this 1919 event",the Black Sox Scandal
733,1987-11-11,Jeopardy,GIRLS IN SONG,200,Two of four girls' names mentioned in titles of Elton John Top 10 hits,"(2 of) Bennie, Jeannie, Lucy & Nikita"
733,1987-11-11,Jeopardy,PALINDROMES,200,"Word that completes the palindromic phrase ""Niagara o roar...""",again
733,1987-11-11,Jeopardy,PARKS,200,This city's Forest Park was the site of the 1904 Louisiana Purchase exposition,St. Louis
733,1987-11-11,Jeopardy,RECREATION,200,It's the only martial art that's an Olympic event,judo
733,1987-11-11,Jeopardy,THE BIBLE,300,Joseph was sold to the Ishmaelites for this price: two-thirds of what Judas got for betraying Jesus,20 pieces of silver
733,1987-11-11,Jeopardy,SCANDALS,300,"This fugitive financier said, ""I want my own !#^%* country!""",Robert Vesco
733,1987-11-11,Jeopardy,GIRLS IN SONG,300,[BLANK],[BLANK]
733,1987-11-11,Jeopardy,PALINDROMES,300,The only specific time of day that's a palindrome as a word,noon
733,1987-11-11,Jeopardy,PARKS,300,"Administered by the National Park System, Wilson's Creek; Kennesaw Mountain; and Petersburg are these",battlefields
733,1987-11-11,Jeopardy,RECREATION,300,Bones in this joint are the most likely to get broken in a fall while roller-skating,the wrist
733,1987-11-11,Jeopardy,THE BIBLE,400,It takes 13 verses in Exodus 26 to tell how to make the curtains for this tent that held the Holy Ark,the tabernacle
733,1987-11-11,Jeopardy,SCANDALS,400,"His private secretary was linked to the Whiskey Ring, one of many scandals during his administration",Ulysses S. Grant
733,1987-11-11,Jeopardy,GIRLS IN SONG,400,[BLANK],[BLANK]
733,1987-11-11,Jeopardy,PALINDROMES,400,It's usually classified into two general types: pulse and continuous wave,radar
733,1987-11-11,Jeopardy,PARKS,400,"The Channel Islands, a famed breeding place for sea lions, are this state's only offshore national park",California
733,1987-11-11,Jeopardy,RECREATION,400,"Though pool tables may vary in size, all have length in this proportionto width",2 to 1
733,1987-11-11,Jeopardy,THE BIBLE,500,"Greek for ""hidden books"", Lutherans view these as non-canonical, but useful works",apocrypha
733,1987-11-11,Jeopardy,SCANDALS,500,"Though the financial scheme known as the ""Mississippi Bubble""burst in 1720, it led tothe settlement of this city",New Orleans
733,1987-11-11,Jeopardy,GIRLS IN SONG,500,[BLANK],[BLANK]
733,1987-11-11,Jeopardy,PALINDROMES,500,It's generally held to be true and is often referred to as a basic,tenet
733,1987-11-11,Jeopardy,PARKS,500,One of two large parks on the edge of Paris; each a bois with its own zoo & horse-racing track,Bois de Bologne (or Bois de Vincenne)
733,1987-11-11,Jeopardy,RECREATION,500,Soccer was forbidden in 14th century England for taking practice time away from this military skill,archery
733,1987-11-11,Double Jeopardy,18TH CENTURY AMERICA,200,It revealed a population of almost four million when first taken in 1790,the first US census
733,1987-11-11,Double Jeopardy,CHEMISTRY,200,You can get wheels for your MG made of this element with the symbol Mg,magnesium
733,1987-11-11,Double Jeopardy,LITERATURE,200,"In titles, animal associated with both Volpone and Reynard",fox
733,1987-11-11,Double Jeopardy,HIGHER EDUCATION,200,It's claimed over $100 million worth of these currently go unclaimed,scholarships
733,1987-11-11,Double Jeopardy,THE SOVIET UNION,200,Only one-half of the Soviet people are of this nationality,Russian
733,1987-11-11,Double Jeopardy,PROVERBS,200,"Though your dentist might have it on in the background, ""it helps not the toothache""",Muzak (or music or elevator music)
733,1987-11-11,Double Jeopardy,18TH CENTURY AMERICA,400,"This act of 1765 taxed legal documents, almanacs, newspapers, dice, and playing cards",the Stamp Act
733,1987-11-11,Double Jeopardy,CHEMISTRY,400,Term for charcoal turned on to trap gases,activated charcoal
733,1987-11-11,Double Jeopardy,LITERATURE,400,"Malcolm Lowry's ""Under the Volcano"" is set mainly in this country",Mexico
733,1987-11-11,Double Jeopardy,HIGHER EDUCATION,400,These two New England schools have competed in football since 1875 and in boat races since 1852,Harvard and Yale
733,1987-11-11,Double Jeopardy,THE SOVIET UNION,400,This lake contains one-fifth of the Earth's non-frozen fresh water and about four-fifths of the USSR's,Lake Baikal (the deepest)
733,1987-11-11,Double Jeopardy,PROVERBS,400,"Line in Matthew 7:7 which follows ""Ask and it shall be given you""",Seek and ye shall find
733,1987-11-11,Double Jeopardy,18TH CENTURY AMERICA,600,"By its intended opening day, May 14, 1787, only the delegations from Virginia and Pennsylvania had arrived in full",the Constitutional Convention
733,1987-11-11,Double Jeopardy,CHEMISTRY,600,Natural color of chlorine gas,greenish-yellow
733,1987-11-11,Double Jeopardy,LITERATURE,600,"Granddaughter of the author of ""Trilby"", she wrote ""Rebecca""",Daphne DuMaurier
733,1987-11-11,Double Jeopardy,HIGHER EDUCATION,600,US military service academy located in Connecticut,US Coast Guard Academy
733,1987-11-11,Double Jeopardy,THE SOVIET UNION,600,"The Soviet Union's most important holiday, Revolution Day, is observed on the seventh of this month",November
733,1987-11-11,Double Jeopardy,PROVERBS,600,"Type of ""grease that gives the best polish""",elbow grease
733,1987-11-11,Double Jeopardy,18TH CENTURY AMERICA,800,"The threat of Spain led to the charter of this colony, the last of the thirteen to be organized",Georgia
733,1987-11-11,Double Jeopardy,CHEMISTRY,800,Smog is produced from the action of this on chemicals in the air,sunlight
733,1987-11-11,Double Jeopardy,LITERATURE,800,"One contributor to Knickerbocker magazine was this author who used ""Knickerbocker"" as a pseudonym",Washington Irving
733,1987-11-11,Double Jeopardy,HIGHER EDUCATION,800,"In 1923, the University of Delaware became the first to institute this junior year program",a year abroad
733,1987-11-11,Double Jeopardy,THE SOVIET UNION,800,It's said Stalin induced Norway to expel this man in 1936 by buying its entire herring catch,Leon Trotsky
733,1987-11-11,Double Jeopardy,PROVERBS,800,"""He that has many of these"" finds that some of them will cool",irons in the fire
733,1987-11-11,Double Jeopardy,18TH CENTURY AMERICA,1000,"On November 20, 1789, New Jersey became the first state to ratify this",the Bill of Rights
733,1987-11-11,Double Jeopardy,CHEMISTRY,1000,The ideal gas law combines Charles's law with the law of this 17th century Anglo-Irish scientist,Robert Boyle
733,1987-11-11,Double Jeopardy,LITERATURE,1000,"English poet who wrote ""Endymion"",""Hyperion"", and its unfinished revision, ""The Fall of Hyperion""",John Keats
733,1987-11-11,Double Jeopardy,HIGHER EDUCATION,1000,Texas city whose junior college is famed for its Rangerette drill and dance team,Kilgore
733,1987-11-11,Double Jeopardy,THE SOVIET UNION,1000,"While Gorbachev is head of the Communist Party, this man, the President, is considered head of state",Andrei Gromyko
733,1987-11-11,Double Jeopardy,PROVERBS,1000,"""As evidence of skill, a good archer is not known by his arrows"" but by this",his aim
733,1987-11-11,Final Jeopardy,PRESIDENTS,Final,"This consonant begins the last names of five presidents, more than any other letter",H
3075,1998-01-02,Jeopardy,ANIMALS,100,"Among bears, this is the best swimmer",Polar bear
3075,1998-01-02,Jeopardy,LANGUAGES,100,The Roman Catholic church translates all of its principal documents into this dead language,Latin
3075,1998-01-02,Jeopardy,WHEN-THEY-WERE-YOUNG FILMS,100,Steven Spielberg produced a 1985 film about this Conan Doyle detective's first case,Sherlock Holmes
3075,1998-01-02,Jeopardy,WE'RE LISBON BOUND,100,"Unlike what we witnessed in Spain's arenas, we'll see these beasts wrestled into submission, but left alive",Bulls
3075,1998-01-02,Jeopardy,WHAT'S TO EAT?,100,The lox that you put on a bagel is a smoked variety of this fish,Salmon
3075,1998-01-02,Jeopardy,SINONYMS,100,"""Sow"" these & you may be sinning or just planting",Wild oats
3075,1998-01-02,Jeopardy,ANIMALS,200,The jackrabbit isn't really a rabbit but one of these relatives,Hare
3075,1998-01-02,Jeopardy,LANGUAGES,200,This official language of Liechtenstein is spoken by about 120 million people worldwide,German
3075,1998-01-02,Jeopardy,WHEN-THEY-WERE-YOUNG FILMS,200,"Henry Fonda played him ""Young"" & Raymond Massey played him young & ""In Illinois""",Abraham Lincoln
3075,1998-01-02,Jeopardy,WE'RE LISBON BOUND,200,"We'll visit the Chiado, an area famous for this activity, but our budget may restrict us to the window type",shopping
3075,1998-01-02,Jeopardy,WHAT'S TO EAT?,200,The name of these Asian dumplings sounds like you'll never get them out of the pan,Pot stickers
3075,1998-01-02,Jeopardy,SINONYMS,200,"A bad habit that can have a grip on you, the police have a squad to fight it",Vice
3075,1998-01-02,Jeopardy,ANIMALS,300,"Like this similarly named mammal, the aardwolf eats mainly termites",Aardvark
3075,1998-01-02,Jeopardy,LANGUAGES,300,About 3/4 of the people of Singapore speak this Asian language,Chinese
3075,1998-01-02,Jeopardy,WHEN-THEY-WERE-YOUNG FILMS,300,In a 1972 film Simon Ward played this prime minister from ages 19 to 26,Winston Churchill
3075,1998-01-02,Jeopardy,WE'RE LISBON BOUND,300,[BLANK],[BLANK]
3075,1998-01-02,Jeopardy,WHAT'S TO EAT?,300,It's the Irish-sounding name for a diced potato dish fried with onions & peppers,Potatoes O'Brien
3075,1998-01-02,Jeopardy,SINONYMS,300,"From a word meaning ""uneven"", you may find ""a den of"" one",iniquity
3075,1998-01-02,Jeopardy,ANIMALS,400,The viceroy type of this insect is protected by its resemblance to the bad-tasting monarch,a butterfly
3075,1998-01-02,Jeopardy,LANGUAGES,400,In Belgium the Flemings speak Dutch & the Walloons speak this language,French
3075,1998-01-02,Jeopardy,WHEN-THEY-WERE-YOUNG FILMS,400,In a 1991 TNT miniseries Julia Ormond played this woman before her empress years,Catherine the Great
3075,1998-01-02,Jeopardy,WE'RE LISBON BOUND,400,[BLANK],[BLANK]
3075,1998-01-02,Jeopardy,WHAT'S TO EAT?,400,"Fresh broccoli & zucchini are often featured in this pasta dish served in ""spring"" or any time",Pasta Primavera
3075,1998-01-02,Jeopardy,SINONYMS,400,"If you're doing this you're sinning; if you ""Ain't"", you're a musical",Misbehavin'
3075,1998-01-02,Jeopardy,ANIMALS,500,"There are 3 species of bluebird but over 20 of these birds, including grackles",Blackbirds
3075,1998-01-02,Jeopardy,LANGUAGES,500,The language of this small Balkan country has 2 main dialects: Gheg & Tosk,Albania
3075,1998-01-02,Jeopardy,WHEN-THEY-WERE-YOUNG FILMS,500,1993 film seen here about a group of young kids that banded together:,Backbeat
3075,1998-01-02,Jeopardy,WE'RE LISBON BOUND,500,[BLANK],[BLANK]
3075,1998-01-02,Jeopardy,WHAT'S TO EAT?,500,We salute you if you know port-salut is a type of this,Cheese
3075,1998-01-02,Jeopardy,SINONYMS,500,"It can mean to sin or to sneak onto another's land, & you may be shot for doing it",Trespassing
3075,1998-01-02,Double Jeopardy,HIE WE TO YON RENAISSANCE FAIRE,200,"Among well-beloved faire fare be the leg of this fowl, also much favored in giving thanks",Turkey
3075,1998-01-02,Double Jeopardy,NOVEL VOCABULARY,200,"Emily Bronte said this title word is a ""Provincial adjective, descriptive of....atmospheric tumult""",Wuthering
3075,1998-01-02,Double Jeopardy,YOUNG STARS,200,Ariana Richards & Joseph Mazzello were the youngsters in this 1993 dinosaur spectacular,Jurassic Park
3075,1998-01-02,Double Jeopardy,ANCIENT HISTORY,200,"Around 2600 B.C. Pharaoh Djoser was entombed in a step one, the first large stone structure",Pyramid
3075,1998-01-02,Double Jeopardy,TRACK,200,"The ""anchor"" for this type of event is no dead weight; he's usually the team's fastest runner",Relay race
3075,1998-01-02,Double Jeopardy,"""FIELD""",200,"""Let me take you down, 'cause I'm going to"" this place; ""Nothing is real and nothing to get hung about""",Strawberry Fields
3075,1998-01-02,Double Jeopardy,HIE WE TO YON RENAISSANCE FAIRE,400,"There be dancing about this beribboned shaft every faire day, not merely once in the year",Maypole
3075,1998-01-02,Double Jeopardy,NOVEL VOCABULARY,400,[BLANK],[BLANK]
3075,1998-01-02,Double Jeopardy,YOUNG STARS,400,"Jason James Richter played Jesse, the 12-year-old who helped ""free"" this title movie character",Willy
3075,1998-01-02,Double Jeopardy,ANCIENT HISTORY,400,"Tien, a version of this divine abode, became part of Chinese religion around 1000 B.C.",heaven
3075,1998-01-02,Double Jeopardy,TRACK,400,"This track star's authorized hats & T-shirts sold in Europe & Asia proclaim him to be ""King Carl""",Carl Lewis
3075,1998-01-02,Double Jeopardy,"""FIELD""",400,Binoculars,Field glasses
3075,1998-01-02,Double Jeopardy,HIE WE TO YON RENAISSANCE FAIRE,600,Honest knights do battle both in the joust & upon a giant board for this olde game,Chess
3075,1998-01-02,Double Jeopardy,NOVEL VOCABULARY,600,[BLANK],[BLANK]
3075,1998-01-02,Double Jeopardy,YOUNG STARS,600,"He plays the title boy in ABC's ""Boy Meets World""",Ben Savage
3075,1998-01-02,Double Jeopardy,ANCIENT HISTORY,600,"About 20,000 years ago, hunters crossed what's now this strait to become North American Indians",Bering Strait
3075,1998-01-02,Double Jeopardy,TRACK,600,"This 3,000-meter event consists of 28 3-foot-high hurdles & 7 12-foot-long water jumps",steeplechase
3075,1998-01-02,Double Jeopardy,"""FIELD""",600,"Military title shared by Horatio Kitchener, Erwin Rommel & Bernard Montgomery",Field marshall
3075,1998-01-02,Double Jeopardy,HIE WE TO YON RENAISSANCE FAIRE,1000,"Thinking themselves the elect, these fellows you see go about denouncing the faire's pleasures:",Puritans
3075,1998-01-02,Double Jeopardy,NOVEL VOCABULARY,1000,[BLANK],[BLANK]
3075,1998-01-02,Double Jeopardy,YOUNG STARS,800,"She got ""Greedy"" playing ""Jumanji"" during an ""Interview With The Vampire""",Kirsten Dunst
3075,1998-01-02,Double Jeopardy,ANCIENT HISTORY,800,From 500 to 300 B.C. these Roman common citizens won political rights from the Patricians,Plebeians
3075,1998-01-02,Double Jeopardy,TRACK,800,"On August 16, 1995 this country's Haile Gebrselassie set the world record in the 5,000-meter run at 12:44:39",Ethiopia
3075,1998-01-02,Double Jeopardy,"""FIELD""",800,1963 film in which Sidney Poitier played a handyman who builds a chapel for 5 German-speaking nuns,Lilies Of The Field
3075,1998-01-02,Double Jeopardy,HIE WE TO YON RENAISSANCE FAIRE,1000,"The folk who love & work at faires may well belong to the SCA, being the Society for Creative this",Anachronism
3075,1998-01-02,Double Jeopardy,NOVEL VOCABULARY,1000,"Epitasis, a word found in ""Tristram Shandy"", is the part of a play in which this ""thickens""",the plot
3075,1998-01-02,Double Jeopardy,YOUNG STARS,1000,"On Nickelodeon Irene Ng stars in ""The Mystery Files Of"" this teen detective",Shelby Woo
3075,1998-01-02,Double Jeopardy,ANCIENT HISTORY,1000,In the Bible Uriah was a member of these people who conquered Babylon around 1595 B.C.,Hittites
3075,1998-01-02,Double Jeopardy,TRACK,1000,"On June 1, 1997 Donovan Bailey defeated this sprinter in a special 150-meter match race to win $1.5 million",Michael Johnson
3075,1998-01-02,Double Jeopardy,"""FIELD""",1000,"With the infamous 30 pieces of silver, the chief priests bought this ""To bury strangers in""",Potter's Field
3075,1998-01-02,Final Jeopardy,IN THE NEWS 1997,Final,"50 years after a famous incident, this city got a new flag, seen here, featuring a mysterious dot in the sky:","Roswell, New Mexico"
4675,2004-12-24,Jeopardy,SCHOOLHOUSE ROCK,200,A Multiplication Rock song about this number used Noah's Ark to illustrate its point,2
4675,2004-12-24,Jeopardy,THE PREAMBLE,200,"Feel free to cue the ""Schoolhouse Rock"" tune: ""We the people, in order to form"" these next 4 preamble words",a more perfect union
4675,2004-12-24,Jeopardy,"A NOUN IS A PERSON, PLACE OR THING",200,Thing:Tin-y silverware,a fork
4675,2004-12-24,Jeopardy,THE FOUR-LEGGED ZOO,200,"In Merrimack, New Hampshire, you can tour the Anheuser-Busch brewery & visit its stables of these horses",Clydesdales
4675,2004-12-24,Jeopardy,THREE IS A MAGIC NUMBER,200,"""When shall we three meet again?  In thunder, lighting, or in rain?"" is the first line of this play",Macbeth
4675,2004-12-24,Jeopardy,UNPACK YOUR ADJECTIVES,200,"Carly Simon knows ""your'e so"" this, you probably think this clue is about you",vain
4675,2004-12-24,Jeopardy,SCHOOLHOUSE ROCK,400,"""Hey! That smarts! Ouch! That hurts! You! That's no fair givin' a guy a short down there!"" can be heard in this grammar song","""Interjections!"""
4675,2004-12-24,Jeopardy,THE PREAMBLE,400,"It's the first thing the preamble wishes to ""establish""; truth & the American way would have to come later",justice
4675,2004-12-24,Jeopardy,"A NOUN IS A PERSON, PLACE OR THING",400,Person:The controversial Supreme Court nominee seen here,(Robert) Bork
4675,2004-12-24,Jeopardy,THE FOUR-LEGGED ZOO,400,"Seen here, the fennec is the smallest one of these animals, & it has the longest ears relative to body size",a fox
4675,2004-12-24,Jeopardy,THREE IS A MAGIC NUMBER,400,This pro sport has a 3-point play & a 3-second rule,basketball
4675,2004-12-24,Jeopardy,UNPACK YOUR ADJECTIVES,400,It borders the fairway on a golf course; as an adjective it can also mean coarse,rough
4675,2004-12-24,Jeopardy,SCHOOLHOUSE ROCK,600,"Zachary Sanders sang, ""To run, to go, to get, to give--this"" part of speech ""you're what's happenin'""",a verb
4675,2004-12-24,Jeopardy,THE PREAMBLE,600,"The preamble sets forth to ""insure domestic"" this",tranquility
4675,2004-12-24,Jeopardy,"A NOUN IS A PERSON, PLACE OR THING",600,Place:The Irish county where you'll find Kinsale Harbor,Cork
4675,2004-12-24,Jeopardy,THE FOUR-LEGGED ZOO,600,One of these long-lived animals that died in 1966 was reportedly given to the King of Tonga by Captain Cook,a tortoise
4675,2004-12-24,Jeopardy,THREE IS A MAGIC NUMBER,600,"This American sitcom was based on the British sitcom ""A Man About the House""",Three's Company
4675,2004-12-24,Jeopardy,UNPACK YOUR ADJECTIVES,600,"Corpulent, or the last name of the creator of the corpulent Nero Wolfe",stout
4675,2004-12-24,Jeopardy,SCHOOLHOUSE ROCK,800,"""Well now I'm stuck in committee and I'll sit here and wait"" to hear this how-a-law-gets-passed song","""I'm Just A Bill"""
4675,2004-12-24,Jeopardy,THE PREAMBLE,800,"Boldly packing a lot into one very long sentence, the preamble wishes to ""secure the blessings of"" this",liberty
4675,2004-12-24,Jeopardy,"A NOUN IS A PERSON, PLACE OR THING",800,Thing:Tolkien's evil version of a goblin,an orc
4675,2004-12-24,Jeopardy,THE FOUR-LEGGED ZOO,800,A dzo is the hybrid offspring of a cow & this Tibetan beast of burden,a yak
4675,2004-12-24,Jeopardy,THREE IS A MAGIC NUMBER,800,The 3 common speeds of phonograph records for sale in 1949,"78, 45 & 33 1/3"
4675,2004-12-24,Jeopardy,UNPACK YOUR ADJECTIVES,800,"An angle greater than 90 degrees but less than 180, it's ""not sharp""",obtuse
4675,2004-12-24,Jeopardy,SCHOOLHOUSE ROCK,1000,"On a tribute CD, Better Than Ezra covered this favorite that said ""and, but and or, they'll get you pretty far""","""Conjunction Junction"""
4675,2004-12-24,Jeopardy,THE PREAMBLE,1000,"Meaning ""to enact by law"", this word precedes ""and establish this Constitution for the United States of America""",ordain
4675,2004-12-24,Jeopardy,"A NOUN IS A PERSON, PLACE OR THING",1000,Place:The Pennsylvania city where the Articles of Confederation were adopted,York
4675,2004-12-24,Jeopardy,THE FOUR-LEGGED ZOO,1000,"Found in the Galapagos Islands, the marine species of this is the only lizard that uses the sea as a habitat",the iguana
4675,2004-12-24,Jeopardy,THREE IS A MAGIC NUMBER,1000,"A proton contains 3 of these subatomic particles, 2 ""up"" & 1 ""down""",quarks
4675,2004-12-24,Jeopardy,UNPACK YOUR ADJECTIVES,1000,"In titles of famous novels, it precedes ""and the Dead"" & ""Lunch""",naked
4675,2004-12-24,Double Jeopardy,NEW NAME,400,Persia,Iran
4675,2004-12-24,Double Jeopardy,TEAMS THAT DON'T END IN S,400,Kenesaw Mountain Landis banned for life 8 players of this baseball team for helping fix the 1919 World Series,the Chicago White Sox
4675,2004-12-24,Double Jeopardy,SHORT STORY WRITERS,400,"While in Paris in the 1820s, this ""Rip Van Winkle"" author co-wrote plays with John Howard Payne",Washington Irving
4675,2004-12-24,Double Jeopardy,HOT DRINKS,400,"""House rules"" for this fermented fruity potable include using it in hot buttered rum",cider
4675,2004-12-24,Double Jeopardy,YOU'RE IN FOR A BATTLE,400,The 1453 battle of this capital signaled the end of the Byzantine Empire,Constantinople
4675,2004-12-24,Double Jeopardy,JEOPORTMANTEAU!,400,Pachyderm plus ghost,elephantom
4675,2004-12-24,Double Jeopardy,NEW NAME,800,Siam,Thailand
4675,2004-12-24,Double Jeopardy,TEAMS THAT DON'T END IN S,800,"In 1979 New Orleans lost its NBA franchise to Utah, which strangely enough chose to keep this nickname",Jazz
4675,2004-12-24,Double Jeopardy,SHORT STORY WRITERS,800,"He set 2 of his stories, ""The Balloon Hoax"" & ""The Gold-Bug"", on Sullivan's Island, S.C., where he'd served in the army",Edgar Allan Poe
4675,2004-12-24,Double Jeopardy,HOT DRINKS,800,"Americans at a military base in Limerick help popularize this ""national"" drink that can be made with Jameson",Irish coffee
4675,2004-12-24,Double Jeopardy,YOU'RE IN FOR A BATTLE,800,"In this 1940 battle, a much smaller air force held off 2,500 German planes for many months",the Battle of Britain
4675,2004-12-24,Double Jeopardy,JEOPORTMANTEAU!,800,Brett Favre or John Elway plus knapsack,quarterbackpack
4675,2004-12-24,Double Jeopardy,NEW NAME,1200,Ceylon,Sri Lanka
4675,2004-12-24,Double Jeopardy,TEAMS THAT DON'T END IN S,1200,"""Rudy"" & ""Knute Rockne, All American"" are both films that focus on the football team nicknamed this",the Fighting Irish
4675,2004-12-24,Double Jeopardy,SHORT STORY WRITERS,1200,"Is 1906 collection ""The Four Million"" contained some of his best-known stories, including ""The Gift of the Magi""",O. Henry
4675,2004-12-24,Double Jeopardy,HOT DRINKS,1200,"This ""hot"" drink was derived from the sap of a Palmyra palm; today it's often made with bourbon & cloves",a hot toddy
4675,2004-12-24,Double Jeopardy,YOU'RE IN FOR A BATTLE,1200,More than 100 Japanese ships were defeated by a U.S. force half that size in this decisive battle of June 1942,the Battle of Midway
4675,2004-12-24,Double Jeopardy,JEOPORTMANTEAU!,1200,Pansy or daffodil plus lycanthrope,flowerewolf
4675,2004-12-24,Double Jeopardy,NEW NAME,1600,Cathay,China
4675,2004-12-24,Double Jeopardy,TEAMS THAT DON'T END IN S,1600,This Colorado team used to be known as the Quebec Nordiques,the Colorado Avalanche
4675,2004-12-24,Double Jeopardy,SHORT STORY WRITERS,1600,"A 1900 collection of his short stories was titled ""The Son of the Wolf""",Jack London
4675,2004-12-24,Double Jeopardy,HOT DRINKS,1600,This warm frothy beverage made with rum & brandy shares its name with a Hanna-Barbera animated pair,a Tom and Jerry
4675,2004-12-24,Double Jeopardy,YOU'RE IN FOR A BATTLE,1600,The valley of this French river was the scene of a 1916 battle that had over 1 million casualties,the Somme
4675,2004-12-24,Double Jeopardy,JEOPORTMANTEAU!,1600,Sam Malone plus preparing meat by pounding & flavoring,bartenderizer
4675,2004-12-24,Double Jeopardy,NEW NAME,2000,Abyssinia,Ethiopia
4675,2004-12-24,Double Jeopardy,TEAMS THAT DON'T END IN S,2000,Alabama has the Crimson Tide & Tulane has this colorful nickname,the Green Wave
4675,2004-12-24,Double Jeopardy,SHORT STORY WRITERS,2000,"The ""Old Manse"" in Concord where he & his wife Sophia lived from 1842 to 1845 was rented from Ralph Waldo Emerson",Nathaniel Hawthorne
4675,2004-12-24,Double Jeopardy,HOT DRINKS,2000,"The angel in ""It's a Wonderful Life"" asks for this type of wine, ""heavy on the cinammon & light on the cloves""",mulled wine
4675,2004-12-24,Double Jeopardy,YOU'RE IN FOR A BATTLE,2000,"At this 1415 battle, a force of about 6,000 English, mostly archers, defeated 25,000 French troops",Agincourt
4675,2004-12-24,Double Jeopardy,JEOPORTMANTEAU!,2000,"Tear-shedding reptile plus something you can be ""perched on the horns of""",crocodilemma
4675,2004-12-24,Final Jeopardy,PSYCHOLOGY,Final,In 1973 4 bank employees held hostage in this city ended up feeling grateful to their captors,Stockholm
3141,1998-04-06,Jeopardy,PUDDING,100,"It's traditional to serve plum pudding on this holiday, but don't put any plums in it",Christmas
3141,1998-04-06,Jeopardy,LAST NAME'S THE SAME,100,"Faith,Glenn,Harrison",Ford
3141,1998-04-06,Jeopardy,PITCHES FROM THE CRYPT,100,"10 years after his death, he can be seen on TV dancing with Dirt Devil vacuum cleaners",Fred Astaire
3141,1998-04-06,Jeopardy,THEY'RE HISTORY!,100,"This ""Scourge of God"" was a real Hun-y; he had his brother Bleda killed in 445",Attila
3141,1998-04-06,Jeopardy,THE DEVIL'S MUSIC,100,"According to the title of a song by Mitch Ryder & the Detroit Wheels, it's what the Devil had on",a blue dress
3141,1998-04-06,Jeopardy,BEFORE & AFTER,100,The one-time flying nun who lands on a magical baseball diamond on your farm,Sally Field of Dreams
3141,1998-04-06,Jeopardy,PUDDING,200,"In ""Through the Looking-Glass"", the pudding reprimands this girl for cutting a slice of him",Alice
3141,1998-04-06,Jeopardy,LAST NAME'S THE SAME,200,"Vanessa,Treat,Anson",Williams
3141,1998-04-06,Jeopardy,PITCHES FROM THE CRYPT,200,The National Cattlemen's Beef Assn. continued to use this actor's voice in ads after his July 1997 death,Robert Mitchum
3141,1998-04-06,Jeopardy,THEY'RE HISTORY!,200,"Having lost about half his troops whil crossing the Alps, he recruited about 15,000 Gauls",Hannibal
3141,1998-04-06,Jeopardy,THE DEVIL'S MUSIC,200,"This man's band had a hit with the song heard here:""Johnny, rosin up your bow and play your fiddle hard / 'Cause hell's...",Charlie Daniels
3141,1998-04-06,Jeopardy,BEFORE & AFTER,200,"Vampire Lestat creator who's a ""San Francisco treat""",Anne Rice-A-Roni
3141,1998-04-06,Jeopardy,PUDDING,300,Some cooks butter slices of this staple before making pudding from it,bread
3141,1998-04-06,Jeopardy,LAST NAME'S THE SAME,300,"Andy,Melanie,D.W.",Griffith
3141,1998-04-06,Jeopardy,PITCHES FROM THE CRYPT,300,"Known for introducing acts on his '50s variety show, he introduced the new Mercedes S.U.V. in 1997",Ed Sullivan
3141,1998-04-06,Jeopardy,THEY'RE HISTORY!,300,"Known for his long wall, he also built Rome's magnificent Athenaeum",Hadrian
3141,1998-04-06,Jeopardy,THE DEVIL'S MUSIC,300,"This Australian band's 1987 album ""Kick"" had the ""Devil Inside"", which peaked at No. 2 in 1988",INXS
3141,1998-04-06,Jeopardy,BEFORE & AFTER,300,Disaffected group born after 1965 who are investigated by Mulder & Scully,the Generation X-Files
3141,1998-04-06,Jeopardy,PUDDING,400,"Of Spotted Dick, Spotted Darwin or Spotted Dudley, the one that really is an English pudding",Spotted Dick
3141,1998-04-06,Jeopardy,LAST NAME'S THE SAME,400,"Timothy,Lauren,E.F.",Hutton
3141,1998-04-06,Jeopardy,PITCHES FROM THE CRYPT,400,The footage of Humphrey Bogart in this soda's commercial was shot decades before the soda's 1982 debut,Diet Coke
3141,1998-04-06,Jeopardy,THEY'RE HISTORY!,400,"During his long reign, this Egyptian king built temples at many sites, including Abu Simbel",Ramses II (or Ramses the Great)
3141,1998-04-06,Jeopardy,THE DEVIL'S MUSIC,400,"Title that completes the lyrics heard here:""You look like an angel (look like an angel) /Walk like an angel (walk like an angel) /Talk like an angel /But I got wise...""","""(You're The) Devil In Disguise"""
3141,1998-04-06,Jeopardy,BEFORE & AFTER,400,The lead singer of the Miracles who was stranded on a desert island,Smokey Robinson Crusoe
3141,1998-04-06,Jeopardy,PUDDING,500,"Luckily, this ""pudding"" served with roast beef doesn't contain the terriers of the same name",Yorkshire pudding
3141,1998-04-06,Jeopardy,LAST NAME'S THE SAME,500,"Pam,David Alan,Roosevelt",Grier
3141,1998-04-06,Jeopardy,PITCHES FROM THE CRYPT,500,"This brewery runs commercials featuring John Wayne & the cast of ""Bonanza""",Coors
3141,1998-04-06,Jeopardy,THEY'RE HISTORY!,500,"A little birdie ""ptold"" me: after Alexander the Great's death, this general took control of Egypt",Ptolemy
3141,1998-04-06,Jeopardy,THE DEVIL'S MUSIC,500,"This Rolling Stones song says, ""Pleased to meet you, hope you guess my name""","""Sympathy For The Devil"""
